canonical_smiles,molregno,synonyms,assay_id,standard_value,standard_type,standard_units
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69.[Cl-].[Cl-],1677630,Alcuronium Chloride,1804558,-13.21,Inhibition,%
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,352319,,1804558,0.45,Inhibition,%
CS(=O)(=O)c1ccc(Cn2c3c(c4cc(F)cc(F)c42)CCCC3CC(=O)O)cc1,2341064,,1804558,-5.39,Inhibition,%
Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,1379236,,1804558,13.52,Inhibition,%
CCN(CC)CCCCC(NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,2341447,,1804558,37.46,Inhibition,%
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)C([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)C([C@@H](C)CC)NC2C=Cc3c([C@H](C)O)cc(nc3C2O)C(=O)O[C@@H]4C)n1)C(N)=O,2341356,,1804558,108.24,Inhibition,%
C[C@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,2341188,,1804558,-5.82,Inhibition,%
c1ccc(CC(c2ccccc2)N2CCCCC2)cc1,2341297,,1804558,-2.86,Inhibition,%
NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1,1799684,,1804558,17.51,Inhibition,%
CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,514721,,1804558,-2.59,Inhibition,%
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,1051353,Gabapentin Enacarbil,1804558,0.03,Inhibition,%
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,1086256,,1804558,-4.17,Inhibition,%
Cc1cc(C(=O)O)sc1C(N)C(=O)O,746185,,1804558,3.65,Inhibition,%
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,3784,Nordihydroguaiaretic acid,1804558,84.75,Inhibition,%
C[C@]12CC[C@H]3[C@@H](CCC4C(=O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,1212422,,1804558,0.93,Inhibition,%
NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,1248726,Tenidap,1804558,75.2,Inhibition,%
O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,153449,,1804558,8.47,Inhibition,%
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,898436,,1804558,4.54,Inhibition,%
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CCl)O1,1592230,,1804558,-3.74,Inhibition,%
Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O,2341252,,1804558,-0.88,Inhibition,%
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,237139,Degarelix,1804558,2.6,Inhibition,%
CCOc1ccc(NC(=O)CC(C)O)cc1,1078605,,1804558,-1.39,Inhibition,%
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,1248757,,1804558,1.92,Inhibition,%
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,328891,,1804558,25.18,Inhibition,%
CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,94171,,1804558,121.78,Inhibition,%
C[N+](C)(C)CC(O)CC(=O)O,1043649,,1804558,6.26,Inhibition,%
N=C(N)NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,2341451,,1804558,38.92,Inhibition,%
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,1238309,,1804558,-4.32,Inhibition,%
CC(C)(C)C1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1,2244658,,1804558,37.06,Inhibition,%
C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O,1592017,,1804558,-9.26,Inhibition,%
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)C2SC1,1592266,,1804558,3.5,Inhibition,%
O=C(C[S+]([O-])C(c1ccccc1)c1ccccc1)NO,150639,,1804558,4.58,Inhibition,%
Cc1ccccc1N(C)C(=O)c1ccc([S+]([O-])c2nccs2)c([N+](=O)[O-])c1,2341247,,1804558,3.99,Inhibition,%
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,675222,,1804558,5.13,Inhibition,%
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1,1592157,,1804558,-2.22,Inhibition,%
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,418422,,1804558,-0.06,Inhibition,%
CC(C)(O)[C@H]1[C@@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C,2341156,,1804558,11.57,Inhibition,%
O=C(O)C1=CC(O)C(O)[C@H](O)C1,1797443,,1804558,-0.28,Inhibition,%
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,674489,,1804558,4.09,Inhibition,%
OCC(O)COc1ccc(Cl)cc1,380431,,1804558,4.48,Inhibition,%
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,238204,,1804558,30.8,Inhibition,%
CCc1noc(C)c1-c1[nH]c2ccccc2c1C(O)CN(C)C,2341068,,1804558,3.9,Inhibition,%
C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@]4(C)C3CC[C@@]21C,1592177,,1804558,42.65,Inhibition,%
COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4)[nH]c3-c3ccncc3)ccc2c1,398561,,1804558,-4.11,Inhibition,%
O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,1593440,,1804558,14.63,Inhibition,%
CC(=O)NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O,2341580,,1804558,22.98,Inhibition,%
CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1,1377226,Bemotrizinol,1804558,9.67,Inhibition,%
O=c1[nH]cnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1077184,,1804558,-5.55,Inhibition,%
O=C(O)C(O)Cc1ccc(O)c(O)c1,1825962,,1804558,22.56,Inhibition,%
COc1cc(C(=O)N(CCC2CCCN2C)C/C(C)=C/c2ccccc2F)cc(OC)c1OC,1334297,,1804558,-7.8,Inhibition,%
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,1418097,,1804558,40.7,Inhibition,%
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,255378,,1804558,-8.4,Inhibition,%
COC(=O)CCSCc1ccc(-c2onc(C)c2NC(=O)OC(C)c2ccccc2Cl)cc1,2341236,,1804558,39.25,Inhibition,%
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],674965,,1804558,7.31,Inhibition,%
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,16973,Bifonazole,1804558,70.75,Inhibition,%
CS(=O)(=O)N(Cc1ccco1)CC(O)Cn1c2ccccc2c2ccccc21,921885,,1804558,9.18,Inhibition,%
C[C@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,2341533,,1804558,23.8,Inhibition,%
C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,1093327,,1804558,0.13,Inhibition,%
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,611679,Metaxalone,1804558,-6.36,Inhibition,%
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)C6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)C6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1592012,,1804558,70.62,Inhibition,%
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)NC(C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)[C@@H](C)O)[C@@H](O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,2341353,,1804558,-9.14,Inhibition,%
CC(C(=O)O)c1ccc2c(c1)Cc1ccccc1-2,1376392,Cicloprofen,1804558,-6.75,Inhibition,%
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,453564,Methyclothiazide,1804558,-11.24,Inhibition,%
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,36502,,1804558,-4.12,Inhibition,%
CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,76666,Rolofylline,1804558,12.66,Inhibition,%
CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,470953,Talarozole,1804558,47.05,Inhibition,%
Cc1ccc(Cl)c(OCC(O)CNC(C)C)c1,2341095,,1804558,50.27,Inhibition,%
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,619,Indapamide,1804558,-5.29,Inhibition,%
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,674688,Colfosceril Palmitate,1804558,1.08,Inhibition,%
CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],1406675,Ipratropium Bromide,1804558,-8.06,Inhibition,%
CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,2341396,,1804558,10.97,Inhibition,%
CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O,4399,,1804558,-3.14,Inhibition,%
O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,1378735,,1804558,7.23,Inhibition,%
Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1.NCCO,1379424,Piroctone Olamine,1804558,-5.9,Inhibition,%
CCC(C)C(CC)C(N)=O,610416,Valnoctamide,1804558,2.5,Inhibition,%
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl,935841,,1804558,14.14,Inhibition,%
Cc1ccc(C)c(C(O)CNC(C)C)c1,2341280,,1804558,54.51,Inhibition,%
O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,611517,Talniflumate,1804558,12.5,Inhibition,%
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,654106,,1804558,14.84,Inhibition,%
NC1=NCC2c3ccccc3Cc3ccccc3N12,152610,Epinastine,1804558,-3.27,Inhibition,%
CO[C@H]1C([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,946594,,1804558,-6.45,Inhibition,%
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,255221,Metipranolol,1804558,26.55,Inhibition,%
CCC1(C)CC(=O)NC1=O,31811,Ethosuximide,1804558,-5.59,Inhibition,%
C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1383213,,1804558,9.84,Inhibition,%
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O,2335427,,1804558,2.44,Inhibition,%
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,468656,Paliperidone,1804558,-0.62,Inhibition,%
O=C(O)c1ccccn1,116107,,1804558,-4.94,Inhibition,%
CN(c1ccc(NC(=O)Nc2ccccc2)cc1)S(=O)(=O)c1cnn(-c2ccc(F)cc2)c1,2341125,,1804558,-0.14,Inhibition,%
O=C(Nc1nc2ccc(NC(=O)C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc2s1)c1ccccc1,2341154,,1804558,-5.62,Inhibition,%
CN(C)CCCC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,2341150,,1804558,2.57,Inhibition,%
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,675703,Ixabepilone,1804558,-6.52,Inhibition,%
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1n[nH]c2c(F)c(F)ccc12,2341474,,1804558,11.86,Inhibition,%
Nc1ccc(S(=O)(=O)O[Zn]OS(=O)(=O)c2ccc(N)cc2)cc1,2341307,,1804558,1.01,Inhibition,%
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@@H]1CCCN1,2333603,,1804558,-3.66,Inhibition,%
O=C1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,1592155,,1804558,13.48,Inhibition,%
C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2341471,,1804558,-6.37,Inhibition,%
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,2341271,,1804558,-14.24,Inhibition,%
CCOc1ccccc1C(=O)O,2341137,,1804558,0.38,Inhibition,%
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,429302,,1804558,-2.77,Inhibition,%
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,2341508,,1804558,-2.04,Inhibition,%
CCCCCCCCCCCCOS(=O)(=O)O,678730,,1804558,11.54,Inhibition,%
CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O,1360388,Bremelanotide,1804558,9.95,Inhibition,%
O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,1926837,Daprodustat,1804558,1.93,Inhibition,%
O=CN1CCC(C(=O)NCCN2CCC(=C3c4ccccc4C=Cc4ccccc43)CC2)CC1,2341218,,1804558,75.41,Inhibition,%
C[C@@H]1C(SC2CN(C3=NCCS3)C2)=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)[C@H]([C@@H](C)O)[C@H]12,2341321,,1804558,-6.32,Inhibition,%
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,2341346,,1804558,5.02,Inhibition,%
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccccc1,2341294,,1804558,4.03,Inhibition,%
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,31312,,1804558,18.19,Inhibition,%
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,2341515,,1804558,-0.4,Inhibition,%
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2([C@@H](O)CN(CCN(C)C)Cc2ccc(Cl)cc2)CC1=O,2341012,,1804558,3.87,Inhibition,%
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,2329589,,1804558,4.84,Inhibition,%
CC(C)N1Cc2cc(S(C)(=O)=O)ccc2N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)S1(=O)=O,2341261,,1804558,6.89,Inhibition,%
CNC(=O)N(C)N=O,2341423,,1804558,34.02,Inhibition,%
O=C(O)C(=O)Cc1c[nH]c2ccccc12,520939,,1804558,9.07,Inhibition,%
OCC[N+]12CN3CN(CN(C3)C1)C2,2341595,,1804558,-1.88,Inhibition,%
O=C(O)c1ccc(-c2ccc3cc(C45CC6CC(CC(C6)C4)C5)c(O)cc3c2)cc1,858021,,1804558,-6.22,Inhibition,%
O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccc(Cl)cc1,2290969,,1804558,5.74,Inhibition,%
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,1142547,Ertugliflozin,1804558,-2.48,Inhibition,%
CCCCCCCCCCCCCCCCCC[S+](CCC)c1ccccc1C(=O)OCC,2341532,,1804558,130.95,Inhibition,%
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,1377899,Vinflunine Ditartrate,1804558,-7.06,Inhibition,%
c1ccc(Oc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,316004,,1804558,5.32,Inhibition,%
O=C[C@H](O)[C@@H](O)[C@H](O)CO,699171,,1804558,-1.82,Inhibition,%
CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1,2335340,,1804558,4.9,Inhibition,%
N=C(N)N=Nc1ccc(NNC(=N)S)cc1,838754,,1804558,11.56,Inhibition,%
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,2341205,,1804558,-2.89,Inhibition,%
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,120086,,1804558,-5.76,Inhibition,%
Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1,2323131,,1804558,6.71,Inhibition,%
CCC(=O)NO,2341187,,1804558,7.13,Inhibition,%
O=C(Nc1ncc(SCCN2CCCC2)s1)[C@]1(c2ccc(S(=O)(=O)C3CC3)cc2)C[C@H]1C1CCCCC1,2335370,,1804558,-2.21,Inhibition,%
N#C/C(=C(/N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,430058,,1804558,66.95,Inhibition,%
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@@H](O)[C@@H]1O,2341559,,1804558,36.52,Inhibition,%
Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,2341180,,1804558,-6.24,Inhibition,%
O=C(COc1ccc(Cl)cc1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)cc2)CC1,2341444,,1804558,-1.85,Inhibition,%
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,229629,,1804558,-9.33,Inhibition,%
COC(=O)[C@H]1[C@@H](C)[C@@H](OC)/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C,2341071,,1804558,72.69,Inhibition,%
CC1CCC(NC(=O)N(CCCl)N=O)CC1,10881,Semustine,1804558,34.36,Inhibition,%
C=CCCCCCCCCC(=O)O[Zn]OC(=O)CCCCCCCCC=C,2341212,,1804558,16.84,Inhibition,%
C[C@@H]1O[C@@H](O[C@@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2341191,,1804558,-4.8,Inhibition,%
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,697107,,1804558,-28.05,Inhibition,%
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2c(c1O)CCCC2,2341282,,1804558,3.35,Inhibition,%
CN(CCOc1ccc(-c2ccc3c(c2)OCO3)cc1C(C)(C)C)CC(=O)O,1051414,,1804558,17.52,Inhibition,%
CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N,2341086,,1804558,7.52,Inhibition,%
Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,2341308,,1804558,2.38,Inhibition,%
COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F,517321,,1804558,-6.76,Inhibition,%
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,739376,Altrenogest,1804558,-3.73,Inhibition,%
N=C(N)SCc1ccc(B(O)O)cc1,2341291,,1804558,-5.8,Inhibition,%
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,565387,,1804558,87.86,Inhibition,%
C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,1173967,,1804558,20.81,Inhibition,%
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12,1592204,,1804558,-20.44,Inhibition,%
COc1ccc(NS(=O)(=O)c2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)nn1,2341284,,1804558,27.86,Inhibition,%
O=C1c2ccccc2-c2c(NCCc3ccccc3)c(=O)[nH]c3cccc1c23,2341463,,1804558,12.05,Inhibition,%
CCOC(=O)c1c[nH]cn1,2341263,,1804558,-5.16,Inhibition,%
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,1377837,,1804558,6.36,Inhibition,%
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,2341044,,1804558,-10.65,Inhibition,%
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,445067,,1804558,4.08,Inhibition,%
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2,2341164,,1804558,20.02,Inhibition,%
Cn1ncc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc21,2341222,,1804558,-3.3,Inhibition,%
[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],1826000,Pyrithione Zinc,1804558,10.39,Inhibition,%
